typing_speed_wpm,avg_keystroke_interval_ms,backspace_ratio,pause_frequency_per_min,mouse_velocity_px_s,mouse_distance_px,click_frequency_per_min,idle_time_seconds,error_rate,response_time_seconds,retry_count,context_switches_per_min,cognitive_load
71.82,185.55,0.0822,1,388.7,1602.37,20.2,1.22,0.058,3.08,2,0,0
84.92,202.03,0.0869,1,431.17,1173.2,12.49,6.62,0.0338,4.56,0,1,0
21.41,412.16,0.2289,9,190.67,2093.4,26.38,7.65,0.1978,12.7,4,8,2
55.93,277.66,0.0549,4,207.2,1411.53,19.52,11.38,0.0885,7.54,1,3,1
50.5,276.96,0.1106,8,291.18,1932.82,21.42,8.35,0.1162,7.35,0,1,1
70.48,187.09,0.0252,0,397.59,1182.5,21.3,6.65,0.0406,4.41,1,1,0
66.36,128.47,0.0816,0,468.34,1282.66,11.14,2.59,0.0298,2.97,0,2,0
39.41,458.59,0.1829,12,226.25,2338.27,24.93,17.26,0.2586,10.03,1,13,2
58.36,190.96,0.0285,6,429.89,1439.08,17.27,2.74,0.0356,4.98,1,2,0
31.72,378.76,0.1407,7,209.14,2119.49,26.19,9.43,0.1764,16.23,3,8,2
26.32,329.85,0.2462,13,134.55,2805.98,22.59,15.18,0.1905,17.18,2,5,2
48.77,152.82,0.0513,0,414.04,1326.94,17.56,5.37,0.0405,2.92,0,2,0
51.52,135.52,0.0748,0,459.15,1892.9,14.77,4.21,0.0307,5.39,0,2,0
72.72,161.58,0.036,0,337.87,831.32,13.2,5.03,0.0538,5.12,1,1,0
19.55,278.08,0.2253,14,186.81,2791.28,29.69,10.15,0.1693,10.22,1,7,2
54.18,280.33,0.1279,7,297.48,1719.12,20.17,8.41,0.0756,5.24,2,3,1
49.64,206.32,0.0328,0,379.45,1513.17,15.25,4.08,0.06,5.54,1,0,0
67.26,149.99,0.072,3,415.55,1107.3,15.86,5.99,0.0257,6.2,1,0,0
31.35,339.47,0.153,9,166.21,3030.71,30.17,13.86,0.1625,10.63,6,6,2
52.0,162.28,0.0854,4,440.51,1300.99,11.35,5.83,0.0505,4.22,1,2,0
12.18,289.29,0.1198,16,131.04,1330.84,29.13,13.78,0.1121,15.71,8,10,2
69.77,180.77,0.0392,0,343.99,1821.94,12.27,1.67,0.0553,3.53,0,0,0
24.24,339.78,0.1315,15,119.07,2413.65,32.94,8.98,0.1446,14.85,5,5,2
32.2,408.26,0.1571,7,228.28,2571.13,24.35,16.21,0.2458,14.03,9,9,2
31.3,319.34,0.2091,11,118.94,3178.08,24.31,13.07,0.1933,13.98,3,7,2
25.85,345.75,0.2631,9,180.87,2175.96,30.81,10.16,0.1733,13.41,5,7,2
33.87,381.13,0.0884,10,179.68,2485.64,17.02,9.15,0.1727,9.81,4,11,2
37.58,354.09,0.2312,11,232.11,2332.21,27.71,8.74,0.1104,19.25,2,6,2
35.73,325.56,0.1367,6,204.98,1705.85,26.19,15.48,0.2485,13.31,4,8,2
37.04,293.55,0.279,12,239.4,2112.68,36.0,21.27,0.2009,12.83,4,14,2
51.39,196.58,0.0418,4,426.6,1192.56,13.55,4.36,0.0518,2.99,0,3,0
76.78,260.78,0.0221,2,319.69,886.9,15.64,6.16,0.0249,5.09,0,4,0
56.03,201.41,0.0558,4,464.87,1289.69,17.94,4.26,0.0424,7.28,1,1,0
36.08,217.64,0.0971,5,403.67,1905.36,29.04,9.27,0.031,7.9,2,3,1
80.65,218.26,0.0839,0,436.64,1236.99,18.99,3.62,0.0195,6.48,0,5,0
61.82,184.12,0.037,3,395.17,1246.53,13.96,5.96,0.0675,3.89,0,1,0
59.3,182.81,0.0439,1,289.23,1733.24,19.81,10.65,0.0733,10.94,3,4,1
75.69,181.16,0.0504,2,340.54,1195.62,14.23,5.27,0.0624,3.69,1,2,0
45.67,232.2,0.0659,7,338.01,1964.4,17.16,4.92,0.1138,6.68,2,8,1
59.71,212.66,0.1365,4,252.1,1480.47,23.46,5.27,0.1145,7.09,3,3,1
28.08,371.84,0.0237,12,217.17,2159.25,16.06,5.69,0.137,16.71,3,9,2
58.38,191.93,0.0402,3,556.5,1529.94,15.52,5.39,0.043,4.7,0,4,0
51.09,215.12,0.13,6,304.98,1638.92,19.29,6.7,0.064,8.66,1,4,1
46.9,175.92,0.0324,3,394.07,1626.52,14.29,7.76,0.0425,3.83,1,1,0
40.09,211.59,0.1302,3,342.4,1696.62,18.13,5.39,0.0606,9.07,2,1,1
42.35,380.01,0.2087,10,113.76,1860.72,24.86,12.52,0.1628,16.38,3,10,2
68.25,136.71,0.0768,4,396.01,1436.58,8.18,3.01,0.0,4.2,0,1,0
46.65,231.43,0.1838,7,251.8,1789.61,28.71,6.22,0.0372,7.51,2,2,1
59.65,184.36,0.1131,8,325.34,1716.1,18.12,7.18,0.1106,4.81,2,6,1
41.29,386.42,0.2098,9,275.3,2225.37,30.86,20.27,0.1926,7.26,5,5,2
41.32,346.62,0.0,7,316.55,1693.79,32.13,8.93,0.0476,6.94,3,3,1
35.43,433.42,0.1722,11,89.68,2870.04,23.86,10.34,0.1595,10.09,6,7,2
68.02,150.94,0.0728,1,411.44,1635.51,12.72,0.0,0.026,5.54,0,1,0
22.09,331.71,0.1131,15,194.07,2398.46,18.83,12.94,0.1437,11.38,4,10,2
53.29,217.14,0.0405,4,392.1,1200.18,17.1,4.24,0.027,4.79,2,1,0
52.42,202.96,0.021,1,391.85,1475.93,8.27,3.64,0.0526,1.94,0,3,0
48.4,234.78,0.0911,8,305.81,1921.92,22.59,13.0,0.1557,7.98,1,4,1
46.43,275.8,0.0609,7,224.05,1870.29,32.39,5.78,0.0577,5.47,1,5,1
35.56,230.29,0.0649,6,343.81,1904.72,18.61,8.37,0.0898,6.92,1,5,1
43.41,206.92,0.0939,3,281.52,1996.74,18.9,6.15,0.125,6.08,1,2,1
53.69,208.18,0.1662,7,296.23,1359.66,16.38,6.21,0.0821,8.82,2,5,1
63.27,177.14,0.0383,1,345.62,1448.98,16.35,0.66,0.0202,5.48,0,1,0
66.24,225.2,0.0814,3,553.08,1603.87,22.02,0.8,0.0782,4.06,0,2,0
54.25,253.73,0.1476,2,292.07,2301.5,26.07,9.67,0.1467,8.13,2,4,1
47.33,282.61,0.1445,6,230.22,1726.1,9.51,7.1,0.0513,7.01,0,3,1
68.31,257.19,0.0391,5,438.17,2136.96,13.09,6.04,0.1448,9.37,0,6,1
46.87,429.44,0.1384,9,172.08,2514.35,32.52,9.85,0.1595,12.21,3,8,2
33.11,435.08,0.104,6,247.24,1700.59,28.28,12.33,0.0855,14.12,2,10,2
88.46,178.68,0.06,2,419.07,1321.93,15.3,2.98,0.0374,5.48,0,0,0
61.19,290.38,0.0816,4,192.95,1792.21,18.2,5.59,0.1382,5.59,3,3,1
48.06,258.63,0.1048,3,336.41,2180.9,19.45,11.55,0.1223,9.77,1,9,1
58.01,203.78,0.0494,3,478.43,1070.7,25.52,7.59,0.0631,1.72,0,2,0
53.98,197.3,0.0212,2,518.87,1045.78,14.73,1.04,0.0699,4.94,3,4,0
68.4,277.55,0.0669,2,427.46,1081.34,19.37,3.96,0.0385,1.57,0,2,0
68.98,244.91,0.0313,2,368.81,1670.22,11.36,4.35,0.026,3.98,0,0,0
55.1,305.54,0.1807,9,203.03,1644.37,17.0,4.76,0.0728,7.44,2,6,1
15.92,400.09,0.1065,15,215.24,2415.3,22.2,16.97,0.1823,15.41,5,3,2
67.34,216.64,0.0465,3,498.61,1031.63,15.1,4.4,0.0185,3.87,0,2,0
43.97,238.63,0.1146,9,334.67,1773.69,25.99,3.15,0.0939,9.17,2,3,1
64.18,166.24,0.0703,3,275.02,1242.63,8.64,5.88,0.0388,4.39,0,1,0
79.8,146.84,0.0762,2,329.35,1352.1,20.78,1.96,0.0467,4.65,1,2,0
40.99,259.9,0.1017,1,306.33,2306.01,17.45,4.83,0.1211,9.51,1,6,1
60.25,192.04,0.0066,1,348.84,1240.81,16.76,3.74,0.0729,5.34,0,0,0
45.93,351.11,0.1563,8,234.75,2460.92,23.59,11.25,0.15,18.32,1,5,2
56.17,226.63,0.0475,0,324.8,1109.16,21.84,4.99,0.0572,4.97,0,0,0
22.3,373.72,0.1945,7,110.98,1891.26,13.84,9.25,0.1733,12.78,2,8,2
64.56,187.37,0.0339,1,281.45,1602.68,17.47,7.04,0.022,5.71,1,0,0
73.75,190.2,0.0673,7,341.23,1250.14,16.08,3.44,0.0498,5.15,2,1,0
55.02,201.1,0.0,3,405.78,1125.01,13.3,4.44,0.0521,4.06,0,1,0
36.98,273.09,0.1423,13,125.23,2276.64,37.25,11.02,0.2365,11.94,5,3,2
66.83,289.45,0.0662,6,305.22,1643.12,31.87,8.85,0.1224,6.34,0,2,1
37.23,250.63,0.1158,4,235.34,2023.07,22.99,8.0,0.0782,8.64,2,3,1
38.38,281.37,0.2184,9,203.53,2303.11,30.5,11.51,0.2061,9.75,1,9,2
66.11,223.75,0.0245,4,383.62,1590.5,16.08,2.82,0.0228,4.79,0,2,0
49.77,330.15,0.0745,4,342.62,1848.29,11.6,11.07,0.0402,7.82,3,2,1
23.29,324.4,0.1106,9,225.51,2973.19,28.78,12.31,0.2314,17.0,1,11,2
35.58,231.63,0.1174,5,286.43,2054.06,27.19,7.57,0.0469,7.53,1,4,1
39.46,344.84,0.1708,12,159.34,2883.27,29.8,14.36,0.2278,8.66,0,4,2
53.84,179.41,0.0673,5,187.92,1898.73,23.62,9.74,0.1124,5.59,3,5,1
42.09,416.65,0.2157,15,232.97,2332.94,22.5,18.81,0.2189,12.1,3,16,2
26.13,273.74,0.1498,8,249.4,1879.75,21.82,5.82,0.1132,6.03,1,8,1
32.52,318.85,0.233,13,179.0,1782.35,36.72,22.86,0.1453,17.39,5,6,2
37.88,253.93,0.0588,5,220.13,1855.98,28.08,8.32,0.1291,10.8,0,5,1
61.79,205.6,0.0672,3,488.17,1188.61,23.83,2.14,0.035,6.85,0,1,0
41.04,332.86,0.1021,6,338.45,1571.29,18.62,7.09,0.0464,4.11,0,5,1
28.31,238.81,0.0475,4,317.89,1748.41,28.55,5.63,0.0807,8.19,3,4,1
55.24,266.13,0.0607,5,347.55,1357.87,21.52,11.19,0.1952,7.66,0,4,1
32.22,468.38,0.1154,9,207.66,3113.65,36.98,12.72,0.2335,15.95,2,3,2
31.38,386.26,0.1811,12,216.41,2819.77,36.84,14.23,0.1562,8.61,7,6,2
47.94,218.37,0.1019,5,352.98,1289.28,19.72,7.23,0.1415,9.32,1,9,1
38.48,261.83,0.0946,5,248.75,1593.5,20.8,11.76,0.0901,8.39,5,2,1
40.03,242.33,0.0472,3,321.21,1541.16,23.03,3.7,0.0585,4.7,1,3,1
68.13,171.41,0.0452,2,466.38,892.57,12.61,6.55,0.0807,3.03,0,3,0
71.59,228.67,0.0516,3,467.36,1304.89,16.3,6.89,0.0225,5.85,1,2,0
61.75,246.49,0.1103,5,263.69,2284.45,13.12,7.93,0.0828,11.0,1,5,1
66.54,211.55,0.1046,5,218.41,2016.72,21.43,4.35,0.0586,8.37,1,3,1
33.32,353.71,0.1388,8,185.76,2771.95,34.86,15.02,0.2968,13.18,4,13,2
21.26,372.4,0.1426,10,182.77,2444.06,30.01,9.74,0.1144,10.92,2,5,2
39.88,316.15,0.1078,4,279.39,904.42,17.06,7.64,0.0684,7.34,2,3,1
36.95,363.93,0.2235,7,202.56,2102.9,43.29,13.4,0.2276,13.24,2,10,2
48.59,325.96,0.0951,4,283.45,1383.56,12.69,11.25,0.0468,7.36,1,1,1
26.76,467.34,0.0747,11,248.3,2449.65,15.83,12.31,0.1295,13.68,3,7,2
66.67,109.69,0.0571,3,505.25,787.7,19.66,4.55,0.0367,5.47,0,2,0
49.32,200.47,0.0771,7,349.66,1692.85,20.01,8.08,0.1497,5.59,1,7,1
33.03,422.99,0.1446,10,187.39,1986.36,29.22,4.51,0.2346,4.23,3,6,2
54.18,227.46,0.0178,3,496.96,1397.83,11.79,0.59,0.0455,3.45,1,4,0
22.3,435.27,0.1016,7,190.26,2550.64,24.88,16.5,0.2684,13.45,3,5,2
60.12,126.81,0.0373,1,465.63,1440.49,13.76,2.52,0.0361,5.08,0,0,0
59.79,83.63,0.0224,0,466.62,1425.5,13.0,6.28,0.045,3.34,0,1,0
38.47,271.41,0.1235,8,283.84,1552.42,23.57,5.77,0.0446,8.26,1,2,1
29.84,471.46,0.1929,16,96.49,2526.08,27.28,21.44,0.2609,14.44,7,11,2
55.84,194.84,0.0431,5,413.15,1131.7,6.63,1.44,0.0488,5.63,1,0,0
65.75,148.13,0.061,1,342.61,1194.23,11.51,3.83,0.0391,2.87,1,1,0
33.69,230.71,0.1792,4,297.41,1852.62,22.04,5.22,0.073,7.56,1,9,1
53.16,264.0,0.0687,6,196.31,1466.43,27.69,8.2,0.0764,5.48,0,4,1
23.52,478.34,0.2534,12,141.14,2156.61,34.18,11.27,0.1903,15.32,4,7,2
18.38,366.49,0.1389,12,104.94,2229.96,24.19,10.04,0.2014,6.87,3,7,2
34.42,310.63,0.1087,15,168.68,2118.77,39.44,13.75,0.1325,23.43,3,13,2
55.43,168.55,0.1201,3,311.71,1699.48,22.44,6.76,0.1089,10.24,2,4,1
29.52,437.47,0.2414,10,160.12,2361.06,39.83,7.95,0.2495,16.32,5,9,2
37.66,203.59,0.0731,7,398.09,1888.96,22.63,6.57,0.0482,10.78,3,6,1
40.21,451.24,0.2253,9,287.93,1914.35,25.07,14.04,0.1711,15.18,3,5,2
30.06,351.45,0.0965,13,191.57,2594.26,21.81,10.91,0.1434,13.55,4,5,2
32.75,299.46,0.2374,10,251.24,3165.3,27.17,13.83,0.1381,14.05,5,5,2
32.63,234.42,0.1476,3,333.38,2011.87,21.71,5.52,0.0765,10.65,1,2,1
57.07,181.54,0.0581,6,286.63,1334.74,12.71,4.92,0.0509,3.25,1,2,0
58.55,108.96,0.0575,4,499.86,1279.57,18.11,3.36,0.0407,3.53,0,3,0
63.64,187.69,0.0472,4,553.89,1862.36,16.81,4.65,0.0644,3.37,2,0,0
43.64,278.09,0.0312,10,350.96,1476.22,25.07,4.66,0.0475,8.66,4,5,1
26.31,335.54,0.1874,14,230.05,2332.63,21.72,12.0,0.1917,12.74,7,6,2
37.81,428.11,0.2018,9,160.93,2566.05,31.06,8.48,0.1273,13.41,6,7,2
32.52,406.8,0.1963,14,182.25,2457.55,31.52,20.23,0.0829,16.48,3,14,2
54.44,171.95,0.088,1,218.1,1423.66,18.56,4.44,0.043,2.9,1,0,0
19.06,346.25,0.1964,9,180.86,1983.36,31.6,20.93,0.185,16.45,1,8,2
35.9,200.3,0.0844,3,307.21,1860.45,19.63,9.18,0.0619,8.35,1,6,1
31.1,338.68,0.1445,12,185.3,1854.09,27.04,18.64,0.1282,10.99,3,13,2
31.84,283.8,0.0447,2,250.58,1778.74,32.73,4.67,0.0672,6.59,2,3,1
30.47,398.43,0.2147,11,267.46,2305.77,31.16,13.46,0.1134,14.03,5,6,2
40.95,201.13,0.0384,3,396.15,1563.8,27.75,4.15,0.1116,4.93,2,3,1
47.31,304.24,0.1339,4,265.24,2263.4,26.77,9.1,0.0802,8.63,2,3,1
16.36,244.71,0.1329,11,181.9,2120.35,45.96,4.76,0.1603,15.39,1,3,2
37.33,289.06,0.1914,11,141.8,1736.64,38.8,18.7,0.1299,12.23,3,13,2
29.28,227.22,0.0597,5,116.06,2146.73,27.92,15.36,0.1818,11.1,5,5,2
21.95,346.72,0.1316,11,203.63,2509.89,30.44,13.7,0.1989,15.24,5,8,2
31.78,343.17,0.2368,14,288.37,2578.34,26.78,6.82,0.2189,9.42,5,12,2
70.23,158.51,0.0785,2,421.52,1611.85,9.62,3.3,0.0593,3.63,1,4,0
65.85,218.35,0.026,5,432.29,1285.85,12.47,2.59,0.0131,5.61,1,2,0
61.64,236.02,0.136,6,303.24,1315.33,11.18,9.82,0.0818,8.38,2,0,1
31.91,413.05,0.1705,12,129.85,2668.43,35.97,6.81,0.2241,13.53,1,6,2
64.37,182.11,0.089,7,274.53,1855.31,18.88,9.18,0.0331,10.96,0,2,1
66.61,115.06,0.0182,4,353.76,1277.94,13.63,4.12,0.0416,4.9,0,2,0
55.16,261.68,0.1415,3,251.1,2468.84,23.96,11.54,0.0791,9.71,3,5,1
31.19,434.56,0.1066,11,153.71,2311.49,30.08,7.63,0.1793,14.86,1,10,2
64.26,225.67,0.059,6,404.03,1595.39,13.89,1.6,0.0612,5.44,1,2,0
66.22,194.35,0.043,3,342.88,1253.5,8.79,3.67,0.0512,4.18,0,4,0
41.08,336.83,0.1332,15,181.25,2173.75,38.25,15.09,0.2377,15.38,2,8,2
50.34,314.87,0.1456,5,373.37,1654.14,10.08,7.23,0.1004,7.37,4,3,1
24.19,348.13,0.167,9,239.26,2872.73,21.32,13.78,0.2541,17.41,3,6,2
34.74,336.71,0.1404,7,248.95,1585.7,21.41,10.27,0.0353,8.9,4,2,1
11.33,276.98,0.0,10,137.84,2196.52,28.35,17.19,0.2028,17.34,6,9,2
45.14,491.84,0.1784,9,263.74,2091.65,37.59,10.86,0.1903,22.11,2,4,2
69.22,240.81,0.0424,4,322.64,804.0,7.42,4.56,0.0388,6.58,0,0,0
20.77,323.32,0.1746,15,208.62,3082.88,17.96,15.56,0.1998,7.28,3,7,2
31.29,421.82,0.0963,17,190.18,1859.76,19.94,11.24,0.1174,14.72,2,9,2
43.43,343.12,0.1559,6,357.71,1852.77,27.51,7.08,0.0609,6.4,3,6,1
37.06,255.97,0.0143,6,260.13,1752.65,21.15,8.69,0.1636,9.17,0,3,1
53.19,215.5,0.044,3,375.98,1231.02,13.4,4.93,0.0714,4.38,1,3,0
64.82,177.61,0.0548,5,519.29,1291.75,19.38,4.17,0.0,6.03,0,0,0
44.36,317.96,0.0445,4,288.47,1900.97,22.9,14.68,0.1151,10.01,0,5,1
49.98,122.98,0.105,5,244.41,1794.49,23.79,7.91,0.1275,7.02,2,5,1
27.35,371.84,0.1339,17,197.11,2439.42,32.68,12.35,0.1508,15.91,5,9,2
31.51,396.96,0.0694,11,288.77,2928.17,18.3,10.66,0.1845,14.12,3,7,2
51.47,186.69,0.0465,7,251.91,1623.17,30.7,8.49,0.0714,9.79,0,7,1
39.44,437.74,0.2454,12,114.55,3193.43,22.58,15.41,0.2605,14.7,5,9,2
30.05,443.8,0.252,11,199.11,2518.41,28.63,4.3,0.1325,11.6,6,12,2
74.49,202.12,0.0723,3,365.27,858.35,13.12,6.77,0.0277,4.0,0,2,0
44.36,202.78,0.1363,6,305.38,1928.98,18.8,9.63,0.0675,6.63,3,4,1
36.04,374.77,0.1743,11,199.21,1480.36,36.57,12.48,0.1796,12.62,6,13,2
53.73,211.18,0.0636,1,353.78,1686.11,14.67,0.0,0.032,4.23,1,2,0
62.48,305.24,0.1165,6,372.03,1988.04,16.99,4.85,0.0414,8.91,0,4,1
60.5,243.9,0.129,2,317.55,2035.86,26.03,5.12,0.0717,8.46,2,1,1
64.46,200.67,0.0638,1,411.83,1133.34,22.17,8.43,0.0488,5.51,0,4,0
58.7,204.79,0.0621,4,417.18,1331.01,10.95,5.39,0.0649,3.14,0,1,0
26.62,385.34,0.1484,9,221.57,2183.38,18.94,15.9,0.1368,8.61,6,7,2
38.53,458.87,0.1519,11,202.89,2574.64,26.06,13.05,0.0806,12.15,5,12,2
33.97,266.92,0.1275,6,216.19,1485.64,27.05,6.92,0.1431,7.26,1,2,1
82.97,204.74,0.0136,3,372.76,1686.31,16.2,3.51,0.0373,4.25,0,1,0
65.96,177.18,0.0758,0,340.5,1448.63,8.83,4.34,0.0766,5.57,0,1,0
29.51,380.1,0.2346,11,76.56,2050.1,37.56,18.57,0.1261,16.03,6,9,2
34.97,261.38,0.1313,8,343.14,1813.81,16.05,5.89,0.0518,6.29,1,2,1
52.49,186.33,0.09,3,261.14,1277.03,12.87,7.34,0.0685,4.85,0,0,0
44.19,324.81,0.2241,5,220.51,1620.91,18.46,14.44,0.2824,14.93,2,6,2
37.75,302.3,0.1133,1,316.79,1862.31,22.12,8.77,0.0733,9.47,0,7,1
44.81,216.14,0.095,6,341.89,2341.9,14.9,9.76,0.1067,6.88,2,6,1
55.5,172.15,0.0399,2,386.9,1114.04,10.25,5.49,0.0174,2.97,2,2,0
35.49,332.08,0.3115,20,170.08,2679.3,33.83,9.01,0.2588,11.27,2,10,2
70.41,154.13,0.014,1,310.77,1208.89,18.29,3.55,0.0842,1.56,0,0,0
48.26,203.51,0.1412,8,284.56,1787.51,19.92,6.37,0.106,4.77,2,10,1
46.91,298.04,0.0639,4,308.78,1769.58,34.58,13.04,0.0988,8.08,2,5,1
51.1,288.07,0.1059,3,333.2,1858.68,27.02,5.49,0.0505,9.89,0,8,1
53.42,207.65,0.0576,4,372.66,1278.74,9.39,1.81,0.0325,3.61,0,2,0
29.92,208.2,0.0832,1,426.66,1513.65,26.35,9.68,0.0826,6.6,3,4,1
37.67,391.13,0.0,17,247.0,2736.84,37.43,14.43,0.2089,7.08,4,6,2
49.01,283.31,0.0948,6,115.55,1884.51,17.26,7.33,0.1221,4.04,2,1,1
65.71,168.94,0.0348,0,618.34,1401.73,15.83,1.86,0.0522,6.1,1,3,0
55.75,269.7,0.1351,9,342.99,1975.87,24.74,5.49,0.1214,4.81,1,5,1
39.15,373.51,0.2169,10,137.9,2678.83,26.19,13.68,0.1085,15.14,7,9,2
42.62,318.32,0.236,10,328.78,2820.99,25.03,13.17,0.1928,18.66,3,8,2
51.02,243.71,0.1117,5,461.65,1706.66,11.9,7.8,0.1415,7.93,1,5,1
23.26,389.69,0.1285,13,116.55,1997.08,40.95,17.41,0.1594,11.1,1,9,2
58.19,262.01,0.1428,10,300.08,1885.82,21.45,5.23,0.1162,9.83,0,3,1
78.96,176.17,0.0769,1,347.59,1055.56,16.04,4.77,0.0174,4.32,0,3,0
58.78,246.5,0.1019,8,241.41,1770.55,21.65,6.55,0.0696,7.55,3,4,1
57.99,206.47,0.0502,4,356.81,1403.17,18.19,6.93,0.0434,4.44,0,3,0
63.67,226.07,0.0795,2,526.92,1532.78,8.34,6.29,0.0404,5.03,1,2,0
27.21,431.2,0.195,9,148.42,2355.28,35.51,7.24,0.2924,10.6,3,4,2
24.84,372.93,0.0635,9,189.28,2588.8,27.29,18.74,0.2698,11.25,6,6,2
55.39,191.46,0.0811,3,418.51,1725.03,15.99,2.72,0.0226,4.96,0,2,0
61.11,165.13,0.1288,6,335.94,1693.5,14.5,8.32,0.1578,7.69,0,3,1
44.33,252.55,0.0374,7,273.85,1131.09,23.87,2.15,0.045,6.05,1,9,1
31.41,390.03,0.1874,9,168.03,2380.6,32.23,17.13,0.2092,12.18,4,6,2
47.26,285.09,0.2239,6,296.73,1968.42,21.08,7.25,0.1316,6.48,0,5,1
41.08,267.22,0.1284,5,255.05,2229.75,16.93,5.29,0.0709,8.12,1,3,1
43.75,243.72,0.0454,1,366.13,1045.27,20.06,6.33,0.0565,2.77,1,2,0
62.44,177.87,0.0,2,466.55,1342.31,15.45,6.2,0.0412,6.26,0,1,0
47.31,227.74,0.0494,4,392.89,1252.97,19.68,2.18,0.0346,5.45,0,3,0
27.68,337.26,0.1991,11,199.0,2328.62,34.56,17.92,0.2827,11.66,4,6,2
48.0,224.29,0.0746,4,289.46,1951.13,22.89,5.76,0.0803,5.3,1,3,1
49.02,193.9,0.1171,5,349.85,1985.92,24.45,5.29,0.111,7.38,4,4,1
67.08,202.96,0.0939,1,380.51,1852.13,9.82,0.99,0.0012,6.07,0,1,0
68.73,128.43,0.0317,4,472.74,1063.57,17.89,3.25,0.0269,6.42,2,2,0
36.13,281.05,0.3114,8,189.45,2294.56,39.7,9.96,0.2073,12.73,5,6,2
38.79,277.35,0.0737,4,268.77,1806.75,21.55,5.71,0.0785,7.12,1,2,1
67.31,204.03,0.0516,2,617.12,1237.58,11.71,4.94,0.0,4.79,0,0,0
79.3,155.38,0.0566,3,387.79,1308.72,18.2,5.28,0.0126,4.27,0,1,0
49.75,187.96,0.0763,3,399.53,1715.82,16.52,1.2,0.108,6.14,2,8,1
38.49,309.39,0.1566,9,305.04,2226.78,29.64,14.65,0.1796,13.46,2,7,2
68.79,200.28,0.0439,2,382.37,1266.48,11.12,5.67,0.0521,4.89,1,3,0
44.84,223.88,0.0708,4,327.44,1626.89,15.93,3.26,0.133,10.02,5,5,1
44.52,315.1,0.0519,9,284.48,1652.12,25.91,5.38,0.1352,9.13,3,7,1
31.25,387.57,0.1828,7,173.37,2793.96,45.0,13.29,0.201,13.87,3,5,2
20.73,297.97,0.1395,10,205.07,2995.09,29.68,14.84,0.0813,12.27,6,9,2
38.6,321.64,0.088,2,305.19,1516.43,20.14,8.88,0.0825,4.01,4,0,1
58.36,188.43,0.0352,1,509.92,1587.28,18.46,3.73,0.061,5.14,0,1,0
27.08,394.32,0.1321,6,170.99,2736.59,16.0,11.18,0.1885,15.05,6,12,2
45.49,240.64,0.0376,7,353.58,1819.16,20.32,7.93,0.1151,7.83,1,4,1
65.91,181.24,0.0071,4,422.41,1176.42,17.02,6.43,0.0498,5.6,0,6,0
33.99,434.4,0.2044,8,192.94,2051.12,23.98,11.74,0.2203,16.49,2,7,2
35.16,270.48,0.1098,5,236.91,1889.67,15.45,9.92,0.0643,4.63,3,6,1
24.58,407.67,0.2448,13,174.42,2160.83,27.81,14.62,0.1849,13.62,5,8,2
47.07,451.08,0.144,6,274.76,1823.02,40.42,10.25,0.2704,11.62,6,8,2
30.95,360.34,0.1898,8,191.71,3603.94,28.03,12.92,0.2695,9.81,2,8,2
31.24,249.69,0.197,16,145.48,2453.94,30.26,15.92,0.1778,12.52,6,9,2
11.93,382.9,0.2689,11,180.09,2265.2,27.4,10.45,0.2105,17.7,7,5,2
52.18,245.63,0.1464,5,351.04,2114.81,24.96,7.63,0.0968,8.09,1,3,1
40.95,328.57,0.3184,8,216.1,2063.62,22.43,15.79,0.2732,13.5,6,9,2
51.2,208.54,0.0486,4,483.19,948.68,23.16,5.36,0.0438,5.58,0,2,0
24.74,319.57,0.1243,7,201.14,2871.31,30.61,14.09,0.2544,12.52,8,11,2
32.73,285.11,0.1293,6,373.07,1673.89,31.19,6.69,0.0948,8.77,5,3,1
56.74,193.34,0.0376,3,433.39,824.88,23.37,5.49,0.0486,5.13,0,1,0
50.07,276.3,0.1001,3,348.5,2068.72,19.22,8.07,0.1067,7.62,5,3,1
38.77,313.8,0.1633,18,228.58,2700.67,41.31,10.29,0.2398,14.6,5,9,2
35.37,372.6,0.1929,9,99.11,2326.51,27.89,17.47,0.2431,6.62,3,11,2
54.92,119.67,0.0386,3,346.06,1271.15,14.84,2.2,0.0186,4.1,0,1,0
67.57,172.78,0.06,3,467.08,859.69,16.28,5.71,0.037,4.47,0,0,0
23.74,429.68,0.2173,7,196.83,2774.23,36.08,7.45,0.2213,9.94,6,8,2
42.88,222.09,0.1185,4,345.18,1589.75,20.81,8.71,0.0118,10.63,2,2,1
32.36,387.49,0.2216,11,205.52,2240.62,40.3,10.9,0.275,14.54,2,7,2
63.05,121.96,0.0621,2,466.13,1084.87,22.36,2.2,0.0343,3.29,1,1,0
41.56,255.38,0.1091,5,351.18,1565.3,17.04,3.53,0.1604,8.49,2,5,1
51.72,175.97,0.1043,6,421.76,2272.13,25.27,8.41,0.1342,10.98,3,3,1
38.84,437.31,0.1125,14,205.15,2343.07,28.81,9.96,0.1903,10.04,4,9,2
15.28,184.58,0.108,7,341.96,1602.16,22.91,8.05,0.1496,8.16,1,4,1
66.5,150.3,0.0406,1,410.0,1103.83,14.17,2.77,0.0448,4.8,0,3,0
31.27,304.77,0.1468,4,283.35,2742.03,30.07,8.88,0.2193,13.21,5,8,2
70.22,159.01,0.0327,1,289.98,1194.63,19.6,7.6,0.0244,4.59,0,2,0
70.28,206.0,0.0662,2,462.24,1515.97,15.6,5.34,0.0075,5.25,0,1,0
